1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-4.49774e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -4.64952e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
4.80131e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 4.96375e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-5.11554e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -5.26733e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
5.42977e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 5.58156e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-5.73335e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -5.88513e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
6.04758e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 6.19936e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-6.36181e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -6.50294e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
6.66538e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 6.82783e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-6.96896e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -7.1314e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
7.29385e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 7.43497e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-7.59742e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -7.75986e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
7.90099e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 8.06344e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-8.20457e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -8.36701e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
8.52945e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 8.67058e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
